Aircraft,Tail#,Flight Leg No,ATA Main,ATA Sub,ATA,ATA Description,LRU,DateAndTime,MDC Message,Status,Flight Phase,Type,Intermittent,Equation ID,Source,Diagnostic Data,Data Used to Determine Msg,ID,Flight#
AC10194,732SK,27744,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 23:50,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-006987,AC10194K.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 020003
352 IAPS IOC 1B 627E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 002001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600173",4028670876189a4701761bd0158b535e,2972
AC15452,829SK,,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 23:50,INPUT BUS ERROR,LRU OK/INFO,,Service,,B1-007026,AC15452G.CSM,"350 IAPS IOC 2A 600002
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 628E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 600002
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600193",4028670876189a4701761b9d60f94d39,
AC10184,718SK,,34,61,34-61,Flight Management System,FMC 2,11/30/2020 23:50,NO XSIDE BUS OUTPUT,FAILED/WIRING,,Fault,,B1-006751,AC101845.CFM,,,4028670876189a4701761b9d4d6f4d21,
AC10194,732SK,27744,27,60,27-60,SPOILERS,CPLT RCIM,11/30/2020 23:50,RANGE RVDT CH1,FAILED/WIRING,AIR,Fault,0,B1-007895,AC10194O.FMH,,"350A SSCU 1 000000
350B SSCU 1 064021",40286708761dc0a501761e27547605b3,
AC10194,732SK,27744,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 23:50,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-006952,AC10194K.SMH,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 020001
352 IAPS IOC 1A 625E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 002001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600173",4028670876189a4701761bd0159b535f,2972
AC15096,693CA,,34,52,34-52,Automatic Direction Finder System (ADF),ADF 2,11/30/2020 23:50,NO OUTPUT/NO BUS TO IOC,OFF/NO OUTPUT,,Fault,,B1-005887,AC150966.CFM,350 ADF 2 ------,"350 ADF 2 ------
350 ADF 2 ------",4028670876189a4701761b9d5afb4d32,
AC15096,693CA,20580,49,0,49-00,APU,START MOTOR,11/30/2020 23:50,OPEN PWR/SENSE WIRE,FAILED/WIRING,TAXI,Service,0,B1-006021,AC15096M.SMH,,351 APU ECU 000041,40286708762d33df01762e5911841951,3681
AC15452,829SK,,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 23:50,INPUT BUS ERROR,LRU OK/INFO,,Service,,B1-007061,AC15452G.CSM,"350 IAPS IOC 2B 600000
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 624E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 600000
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600193",4028670876189a4701761b9d60f94d3a,
AC10141,730EV,,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 23:49,INTERNAL FAULT,FAILED/WIRING,,Fault,,B1-005812,AC101413.CFM,,,4028670876189a4701761b9308744c5f,
AC10141,730EV,,24,11,24-Nov,ELECTRICAL POWER GEN,IDG2,11/30/2020 23:49,INTERNAL FAULT,FAILED,,Fault,,B1-007108,AC101413.CFM,,,4028670876189a4701761b9308744c60,
AC15096,693CA,20580,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 2,11/30/2020 23:49,FCS DIAG CODE=REPAIR,LRU OK/INFO,AIR,Fault,1,B1-006688,AC15096L.FMH,"071 FCC 2 000022
351 FCC 2 080000","071 FCC 2 000022
351 FCC 2 080000",40286708762d33df01762e59056018bd,3681
AC10141,730EV,,33,42,33-42,NAVIGATION LIGHTS,REAR PRIM NAV LT,11/30/2020 23:49,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007553,AC101413.CFM,,,4028670876189a4701761b9308834c61,
AC15096,693CA,20580,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 1,11/30/2020 23:49,FCS DIAG CODE=REPAIR,LRU OK/INFO,TAXI,Fault,0,B1-006675,AC15096L.FMH,"071 FCC 1 000021
351 FCC 1 080000","071 FCC 1 000021
351 FCC 1 080000",40286708762d33df01762e59056018be,3681
AC15456,833SK,,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 23:48,LOW FAN SPEED,FAILED/WIRING,,Service,0,B1-006902,AC15456L.SMH,,"350A ACSC 2 100002
350B ACSC 2 100003",4028670876189a4701761b9346c54c92,
AC10223,760SK,,33,42,33-42,NAVIGATION LIGHTS,REAR PRIM NAV LT,11/30/2020 23:48,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007553,AC10223X.CFM,,,4028670876189a4701761b93292c4c7b,
AC10229,764SK,,21,61,21-61,TEMPERATURE CONTROL,ACSC 1,11/30/2020 23:48,INTERNAL FAULT,FAILED/WIRING,,Fault,,B1-005812,AC10229J.CFM,,,4028670876189a4701761b932bce4c7d,
AC15133,689CA,,34,21,34-21,Attitude and Heading Reference System (AHRS),AHC 1,11/30/2020 23:48,INTERNAL FAULT,FAILED,,Fault,,B1-005922,AC15133F.CFM,"350 AHC 1 620001
351 AHC 1 6000D5",350 AHC 1 620001,4028670876189a4701761b9337604c88,
AC15456,833SK,,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 23:48,LOW FAN SPEED,FAILED/WIRING,,Service,0,B1-007306,AC15456L.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",4028670876189a4701761b9346c54c93,
AC15069,805SK,22470,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 23:47,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006987,AC150694.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 625E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",402867087622e717017623c7fb5f1002,3604
AC10203,748SK,27807,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 23:47,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-007061,AC10203L.SMH,"350 IAPS IOC 2B 000200
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 625E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 000200
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 080000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",4028670876189a4701761c025a965a29,2985
AC15069,805SK,22470,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 23:47,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006952,AC150694.SMH,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 627E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",402867087622e717017623c7fb5f1003,3604
AC15105,816SK,,34,13,34-13,Air Data System,ARP 1,11/30/2020 23:47,NO L-ARP-1 BUS OUTPUT,FAILED/WIRING,,Fault,,B1-006053,AC15105G.CFM,,,4028670876189a4701761b9334fa4c85,
AC10174,713SK,27909,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 23:47,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-007061,AC101746.SMH,"350 IAPS IOC 2B 000200
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 627E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 000200
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 080000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",402867087641cd3d017642b4937213e4,2958
AC10203,748SK,27807,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 23:47,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-007026,AC10203L.SMH,"350 IAPS IOC 2A 000202
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 627E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 000202
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",4028670876189a4701761c025aa55a2a,2985
AC15069,805SK,22470,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 23:47,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC150694.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",402867087622e717017623c7fb5f1004,3604
AC15105,816SK,,34,13,34-13,Air Data System,ARP 2,11/30/2020 23:47,NO R-ARP-1 BUS OUTPUT,FAILED/WIRING,,Fault,,B1-006054,AC15105G.CFM,,,4028670876189a4701761b93350a4c86,
AC15105,816SK,26363,49,0,49-00,APU,START MOTOR,11/30/2020 23:47,OPEN PWR/SENSE WIRE,FAILED/WIRING,TAXI,Service,2,B1-006021,AC15105F.SMH,,351 APU ECU 000041,4028670876280d68017628878d1603d2,3508
AC15105,816SK,26363,49,0,49-00,APU,START MOTOR,11/30/2020 23:47,SHORT/LO PWR INPUT,LRU OK/INFO,TAXI,Fault,0,B1-006022,AC15105E.FMH,,351 APU ECU 0000C1,4028670876280d6801762887736f02ff,3508
AC10226,762SK,26455,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 23:46,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,3,B1-007061,AC10226K.SMH,"350 IAPS IOC 2B 000200
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 624E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 000200
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",40286708765666c50176568cba8f00e8,3051
AC10199,743SK,,27,50,27-50,FLAPS AND SLATS,SLAT PDU MOTOR1,11/30/2020 23:46,SLAT MOTOR,FAILED/WIRING,,Fault,,B1-007840,AC10199Z.CFM,,,4028670876189a4701761b9315854c66,
AC10226,762SK,26455,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 23:46,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,3,B1-007026,AC10226K.SMH,"350 IAPS IOC 2A 000202
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 625E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 000202
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",40286708765666c50176568cba8f00e9,3051
AC10199,743SK,,27,60,27-60,SPOILERS,SSCU 2,11/30/2020 23:46,FAN 2 FAILED,FAILED,,Fault,,B1-008058,AC10199Z.CFM,,,4028670876189a4701761b9315914c67,
AC10226,762SK,26455,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 23:46,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-006987,AC10226K.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 623E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",40286708765666c50176568cba8f00ea,3051
AC10199,743SK,,33,42,33-42,NAVIGATION LIGHTS,REAR PRIM NAV LT,11/30/2020 23:46,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007553,AC10199Z.CFM,,,4028670876189a4701761b9315914c68,
AC10222,758SK,,33,42,33-42,NAVIGATION LIGHTS,REAR PRIM NAV LT,11/30/2020 23:46,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007553,AC10222N.CFM,,,4028670876189a4701761b9322db4c74,
AC10226,762SK,26455,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 23:46,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-006952,AC10226K.SMH,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 625E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",40286708765666c50176568cba8f00eb,3051
AC15168,554CA,,22,11,22-Nov,AUTOMATIC FLT CONTROL,FCC 2,11/30/2020 23:46,NO R-AHC-1 BUS INPUT,FAILED/WIRING,,Fault,,B1-245113,AC15168E.CFM,,,4028670876189a4701761b9340844c8e,
AC15187,187PQ,20433,21,31,21-31,Cabin Pressure Control System,SAFETY VLV1,11/30/2020 23:46,OPEN POSITION SIGNAL,FAILED/WIRING,AIR,Service,1,B1-006171,AC151878.SMH,,350 CPC 1 100001,4028670876189a4701761bd01ea8536c,3840
AC15456,833SK,2544,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 23:46,INPUT BUS ERROR,LRU OK/INFO,TAXI,Service,0,B1-006987,AC154568.SMH,"350 IAPS IOC 1B 000203
351 IAPS IOC 1B 020003
352 IAPS IOC 1B 625E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 002001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 000203
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 6001A3",402867087665d9d60176669fadf117a3,3510
AC15187,187PQ,20433,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 23:45,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,2,B1-006987,AC15187J.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 624E20
354 IAPS IOC 1B 6FFED0
354 IAPS IOC 1B 600001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 600003
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600163",4028670876189a4701761bd01ebd536d,3840
AC15187,187PQ,20433,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 23:45,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,2,B1-006952,AC15187J.SMH,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 625E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",4028670876189a4701761bd01ebd536e,3840
AC10222,758SK,27059,49,0,49-00,APU,APU ECU,11/30/2020 23:45,NO ECU-1 BUS TO DCU,FAILED/WIRING,TAXI,Fault,0,B1-005970,AC10222P.FMH,"271 APU ECU 202001
350 APU ECU 000001
351 APU ECU 000001
352 APU ECU 000001
353 APU ECU 000001","273 AIRCRAFT DISCR L 0087E1
273 AIRCRAFT DISCR R 0087E2
351 DCU 1 000001
351 DCU 2 000002
351 DCU 3 ------",40286708761dc0a501761e9d1f5f0e66,
AC15187,187PQ,20433,21,61,21-61,TEMPERATURE CONTROL,GALLEY FAN,11/30/2020 23:45,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-006902,AC15187J.SMH,,"350A ACSC 2 100002
350B ACSC 2 100003",4028670876189a4701761bd01ec8536f,3840
AC10201,745SK,,30,0,30-00,ICE & RAIN PROTECTION,AILC,11/30/2020 23:44,LEAK DET CH A&B FAULT,FAILED,,Fault,,B1-005945,AC102017.CFM,,,4028670876189a4701761b93186f4c6a,
AC10201,745SK,,34,41,34-41,Weather Radar System,WX RADAR CH A/B,11/30/2020 23:44,NO OUTPUT,OFF/NO OUTPUT,,Fault,,B1-008329,AC102017.CFM,,,4028670876189a4701761b93187e4c6b,
AC10201,745SK,,38,10,Oct-38,POTABLE WATER,FWD VLV HTR,11/30/2020 23:44,LOW CURRENT/OPEN,FAILED/WIRING,,Fault,,B1-006837,AC102017.CFM,,,4028670876189a4701761b93188e4c6c,
AC15060,800SK,22563,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 23:44,INPUT BUS ERROR,LRU OK/INFO,TAXI,Service,1,B1-007061,AC15060S.SMH,"350 IAPS IOC 2B 000200
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 627E40
354 IAPS IOC 2B 6FFF10
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 000200
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",40286708765b8d1801765bf5b74a0a3f,3544
AC10194,732SK,27743,78,31,78-31,THRUST REVERSERS,R TR GND RLY A,11/30/2020 23:44,RELAY OPEN OR ICV CLOSED,FAILED/WIRING,TAXI,Fault,0,B1-008210,AC10194O.FMH,,"255 AIRCRAFT DISCR L 011681
245 AIRCRAFT DISCR L 1D4101
273 AIRCRAFT DISCR L 008541
272B R FADEC 00965C
272A R FADEC 00965D",40286708761dc0a501761e27548605b4,2972
AC10201,745SK,,38,10,Oct-38,POTABLE WATER,PRESS XDCR,11/30/2020 23:44,OUT OF RANGE,FAILED,,Fault,,B1-007617,AC102017.CFM,,,4028670876189a4701761b93188e4c6d,
AC10248,603SK,26849,24,30,24-30,DC GENERATION,TRU2,11/30/2020 23:44,FAN/OVERHEAT SW,FAILED,AIR,Fault,4,B1-008229,AC10248I.FMH,,"252 AIRCRAFT DISCR L 080001
252 AIRCRAFT DISCR R 080022",402867087651405b017651784a820093,3096
AC10250,606SK,25938,21,31,21-31,Cabin Pressure Control System,SAFETY VLV1,11/30/2020 23:44,OPEN POSITION SIGNAL,FAILED/WIRING,AIR,Service,0,B1-006171,AC102502.SMH,,350 CPC 1 000001,40286708764c1a0001765131c8505003,2969
AC15060,800SK,22563,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2A,11/30/2020 23:44,INPUT BUS ERROR,LRU OK/INFO,TAXI,Service,1,B1-007026,AC15060S.SMH,"350 IAPS IOC 2A 000202
351 IAPS IOC 2A 600002
352 IAPS IOC 2A 627E10
354 IAPS IOC 2A 6FFF30
354 IAPS IOC 2A 600002
354 IAPS IOC 2A 600001
354 IAPS IOC 2A 600003","350 IAPS IOC 2A 000202
353 IOC 2A INPORTS 600001
353 IOC 2A INPORTS 600000
353 IOC 2A INPORTS 600002
353 IOC 2A INPORTS 600163",40286708765b8d1801765bf5b74a0a40,3544
AC15159,548CA,,34,21,34-21,Attitude and Heading Reference System (AHRS),AHC 1,11/30/2020 23:44,INTERNAL FAULT,FAILED,,Fault,,B1-005922,AC15159O.CFM,,,4028670876189a4701761b933d8e4c8c,
AC10203,748SK,27807,32,51,32-51,NOSEWHEEL STEERING,NWS ECU,11/30/2020 23:43,NO LA-IOC-6 BUS INPUT,LRU OK/INFO,AIR,Service,0,B1-007459,AC10203N.SMH,350 NWS ECU 000401,"350 NWS ECU 000401
350 IAPS IOC 1A 600001",4028670876189a4701761c025aa55a2b,2985
AC10203,748SK,27807,31,30,31-30,CREW FORCE MEAS SYS,CTRL FORCE SNSR,11/30/2020 23:43,NO BUS OUTPUT TO DCU,OFF/NO OUTPUT,AIR,Service,0,B1-344932,AC10203N.SMH,350 CTRL FORCE SNSR ------,"352 DCU 1 000901
352 DCU 2 000902",4028670876189a4701761c025ab55a2c,2985
AC10203,748SK,27807,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 23:43,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-006952,AC10203P.SMH,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 600001
352 IAPS IOC 1A 626E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 600001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600163",40286708761dc0a501761e73d66b0a7a,
AC10203,748SK,27807,34,44,34-44,Radio Altimeter System,RAD ALT/RAC 1,11/30/2020 23:43,NO OUTPUT/NO BUS TO IOC,OFF/NO OUTPUT,AIR,Fault,0,B1-007714,AC10203O.FMH,,"350 RAC 1/RAD ALT 4K ------
350 RAC 1/RAD ALT 4K ------",40286708761dc0a501761e73ba8a09ed,
AC10203,748SK,27807,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 23:43,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,0,B1-006987,AC10203N.SMH,"350 IAPS IOC 1B 600003
351 IAPS IOC 1B 600003
352 IAPS IOC 1B 625E20
354 IAPS IOC 1B 6FFF3",,4028670876189a4701761c025ab55a2d,2985
AC10203,748SK,27807,21,61,21-61,TEMPERATURE CONTROL,LAVATORY FAN,11/30/2020 23:43,LOW FAN SPEED,FAILED/WIRING,AIR,Service,0,B1-007306,AC10203P.SMH,,"350A ACSC 1 100000
350B ACSC 1 100001",40286708761dc0a501761e73d66b0a7b,
AC10203,748SK,27807,27,60,27-60,SPOILERS,SSCU 1,11/30/2020 23:43,NO L-RAC-1 BUS INPUT,LRU OK/INFO,AIR,Fault,0,B1-008022,AC10203O.FMH,"350A SSCU 1 000000
350B SSCU 1 000001
351A SSCU 1 000000
351B SSCU 1 000001
352A SSCU 1 000000
352B SSCU 1 000001
353A SSCU 1 000000
353B SSCU 1 000001
354A SSCU 1 000000
354B SSCU 1 000001","355A SSCU 1 EXT 000020
355B SSCU 1 EXT 000021",40286708761dc0a501761e73ba9909ee,
AC10236,773SK,,21,31,21-31,Cabin Pressure Control System,CPC 1,11/30/2020 23:42,LDG ELEV SIGNAL FAULT,FAILED/WIRING,,Fault,,B1-006134,AC10236V.CFM,,,4028670876189a4701761b932eba4c7f,
AC10170,710SK,,33,42,33-42,NAVIGATION LIGHTS,R SEC NAV LT,11/30/2020 23:42,BULB FAILED/OPEN CIRCUIT,FAILED/WIRING,,Fault,,B1-007838,AC101705.CFM,,,4028670876189a4701761b9310194c63,
AC10185,755EV,24262,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1A,11/30/2020 23:42,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006952,AC10185Y.SMH,"350 IAPS IOC 1A 600001
351 IAPS IOC 1A 020001
352 IAPS IOC 1A 627E70
354 IAPS IOC 1A 6FFF30
354 IAPS IOC 1A 002001
354 IAPS IOC 1A 600002
354 IAPS IOC 1A 600003","350 IAPS IOC 1A 600001
353 IOC 1A INPORTS 600001
353 IOC 1A INPORTS 600000
353 IOC 1A INPORTS 600002
353 IOC 1A INPORTS 600173",40286708762d33df01762da40c340618,2961
AC10236,773SK,,21,31,21-31,Cabin Pressure Control System,CPC 2,11/30/2020 23:42,LDG ELEV SIGNAL FAULT,FAILED/WIRING,,Fault,,B1-006148,AC10236V.CFM,,,4028670876189a4701761b932eba4c80,
AC10170,710SK,,34,58,34-58,GPS,GPS 2,11/30/2020 23:42,NO LB-GP3 BUS INPUT,FAILED/WIRING,,Fault,,B1-344896,AC101705.CFM,,,4028670876189a4701761b9310294c64,
AC10185,755EV,24262,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 1B,11/30/2020 23:42,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,1,B1-006987,AC10185Y.SMH,"350 IAPS IOC 1B 000203
351 IAPS IOC 1B 020003
352 IAPS IOC 1B 626E20
354 IAPS IOC 1B 6FFF30
354 IAPS IOC 1B 002001
354 IAPS IOC 1B 600002
354 IAPS IOC 1B 600003","350 IAPS IOC 1B 000203
353 IOC 1B INPORTS 600001
353 IOC 1B INPORTS 600000
353 IOC 1B INPORTS 600002
353 IOC 1B INPORTS 600173",40286708762d33df01762da40c340619,2961
AC10236,773SK,,38,10,Oct-38,POTABLE WATER,PWS SYSTEM,11/30/2020 23:42,A/C DUTY CYCLE EXCEEDED,LRU OK/INFO,,Fault,,B1-007616,AC10236V.CFM,,,4028670876189a4701761b932ec94c81,
AC10243,770SK,25332,27,40,27-40,HORIZONTAL STABILIZER,H STAB MCU,11/30/2020 23:42,INTERNAL FAULT CH1,FAILED/WIRING,TAXI,Fault,2,B1-007955,AC10243B.FMH,,"352A SSCU 1 000000
352B SSCU 1 000001",40286708763ca6e201763dc55ab11817,3140
AC10196,740SK,27686,22,12,22-Dec,Integrated Avionics Processor System (IAPS),IAPS IOC 2B,11/30/2020 23:40,INPUT BUS ERROR,LRU OK/INFO,AIR,Service,2,B1-007061,AC101966.SMH,"350 IAPS IOC 2B 600000
351 IAPS IOC 2B 600000
352 IAPS IOC 2B 624E40
354 IAPS IOC 2B 6FFF30
354 IAPS IOC 2B 600001
354 IAPS IOC 2B 600002
354 IAPS IOC 2B 600003","350 IAPS IOC 2B 600000
353 IOC 2B INPORTS 600001
353 IOC 2B INPORTS 600000
353 IOC 2B INPORTS 600002
353 IOC 2B INPORTS 600163",402867087637807c017637e7753003b1,3065
